1	1	 1.000000000000000 
2	1	 0.248362390310111 
2	2	 1.000000000000000 
3	1	 0.000000000000000 
3	2	 0.000000000000000 
3	3	 1.000000000000000 
4	1	 0.000000000000000 
4	2	 -0.000000000000000 
4	3	 -0.000000000000000 
4	4	 1.000000000000000 
5	1	 -0.000000000000000 
5	2	 0.000000000000000 
5	3	 0.000000000000000 
5	4	 -0.000000000000000 
5	5	 1.000000000000000 
6	1	 0.062708069899285 
6	2	 0.492461489877061 
6	3	 0.270367777602970 
6	4	 0.382357777914793 
6	5	 -0.000000000000000 
6	6	 1.000000000000000 
7	1	 0.062708069899285 
7	2	 0.492461489877061 
7	3	 -0.270367777602970 
7	4	 -0.000000000000000 
7	5	 -0.382357777914793 
7	6	 0.170539957986329 
7	7	 1.000000000000000 
8	1	 0.062708069899285 
8	2	 0.492461489877061 
8	3	 -0.270367777602970 
8	4	 -0.000000000000000 
8	5	 0.382357777914793 
8	6	 0.170539957986329 
8	7	 0.170539957986329 
8	8	 1.000000000000000 
9	1	 0.062708069899285 
9	2	 0.492461489877061 
9	3	 0.270367777602970 
9	4	 -0.382357777914793 
9	5	 -0.000000000000000 
9	6	 0.170539957986329 
9	7	 0.170539957986329 
9	8	 0.170539957986329 
9	9	 1.000000000000000 
