1	1	 -35.599972459384261 
2	1	 -4.675847754868709 
2	2	 -7.081490330726704 
3	1	 -0.000000000000000 
3	2	 -0.000000000000000 
3	3	 -7.039654618848856 
4	1	 -0.000000000000000 
4	2	 0.000000000000000 
4	3	 -0.000000000000000 
4	4	 -7.039654618848856 
5	1	 0.000000000000000 
5	2	 0.000000000000000 
5	3	 -0.000000000000000 
5	4	 -0.000000000000000 
5	5	 -7.039654618848857 
6	1	 -1.201648433601426 
6	2	 -2.971570438384187 
6	3	 -1.507891320787629 
6	4	 -2.132480356442544 
6	5	 -0.000000000000000 
6	6	 -4.977014807840103 
7	1	 -1.201648433601426 
7	2	 -2.971570438384186 
7	3	 1.507891320787628 
7	4	 0.000000000000000 
7	5	 2.132480356442544 
7	6	 -0.928198218172513 
7	7	 -4.977014807840101 
8	1	 -1.201648433601426 
8	2	 -2.971570438384186 
8	3	 1.507891320787628 
8	4	 0.000000000000000 
8	5	 -2.132480356442544 
8	6	 -0.928198218172513 
8	7	 -0.928198218172512 
8	8	 -4.977014807840101 
9	1	 -1.201648433601426 
9	2	 -2.971570438384187 
9	3	 -1.507891320787629 
9	4	 2.132480356442544 
9	5	 -0.000000000000000 
9	6	 -0.928198218172513 
9	7	 -0.928198218172513 
9	8	 -0.928198218172513 
9	9	 -4.977014807840102 
