1	1	 15.891121688446422 
2	1	 -0.085890013704988 
2	2	 0.472249973371838 
3	1	 -0.000000000000000 
3	2	 0.000000000000000 
3	3	 1.477728077807875 
4	1	 0.000000000000000 
4	2	 -0.000000000000000 
4	3	 -0.000000000000000 
4	4	 1.477728077807876 
5	1	 -0.000000000000000 
5	2	 0.000000000000000 
5	3	 0.000000000000000 
5	4	 -0.000000000000000 
5	5	 1.477728077807875 
6	1	 -0.010419331485481 
6	2	 0.107831583760248 
6	3	 0.151844431064709 
6	4	 0.214740453782539 
6	5	 -0.000000000000000 
6	6	 0.760031883566609 
7	1	 -0.010419331485481 
7	2	 0.107831583760248 
7	3	 -0.151844431064709 
7	4	 -0.000000000000000 
7	5	 -0.214740453782539 
7	6	 -0.005414847463549 
7	7	 0.760031883566609 
8	1	 -0.010419331485481 
8	2	 0.107831583760248 
8	3	 -0.151844431064709 
8	4	 -0.000000000000000 
8	5	 0.214740453782539 
8	6	 -0.005414847463549 
8	7	 -0.005414847463549 
8	8	 0.760031883566609 
9	1	 -0.010419331485481 
9	2	 0.107831583760248 
9	3	 0.151844431064709 
9	4	 -0.214740453782539 
9	5	 -0.000000000000000 
9	6	 -0.005414847463549 
9	7	 -0.005414847463549 
9	8	 -0.005414847463549 
9	9	 0.760031883566609 
